#{"t_start": 1765675346.348061, "env_id": "None"}
r,l,t
0.786746,221,10458.072074
42.377681,515,10476.812551
84.58087,703,10505.925467
39.897215,529,10527.250007
80.910628,885,10560.957586
16.263017,143,10567.743582
103.67741,1001,10605.817526
20.521676,203,10614.169373
20.030483,238,10622.68031
19.805848,316,10635.789663
118.345642,1001,10674.412101
137.701064,1001,10713.330214
93.500347,1001,10751.380658
71.860663,849,10784.815021
91.131048,1001,10822.983231
46.134423,536,10843.940511
61.543901,637,10866.258904
86.407829,845,10898.61324
119.998039,1001,10936.267771
18.191965,444,10952.602167
112.56973,1001,10990.865521
88.735326,703,11019.99648
16.668084,183,11027.122651
105.38262,858,11058.905845
145.214071,1001,11096.633727
80.947523,719,11124.938673
126.611859,1001,11164.035051
30.471597,290,11174.747952
45.278633,445,11191.652389
71.068021,563,11213.600937
74.287339,648,11238.921293
90.920816,1001,11276.313146
18.684722,219,11284.792545
30.234931,531,11305.186301
41.540554,492,11324.435328
132.112795,1001,11364.265895
17.577286,193,11371.394772
31.981104,295,11382.392964
29.915937,515,11403.184152
18.182732,165,11409.293888
18.942716,207,11417.253845
110.788247,1001,11454.748276
94.954565,794,11485.25577
16.416693,171,11492.009835
20.945048,365,11506.270778
73.754804,589,11530.153825
20.750032,194,11537.69106
157.796356,1001,11576.383334
110.374869,1001,11614.434069
129.516795,1001,11652.49344
32.264976,258,11662.722919
99.0048,852,11696.522646
102.433538,1001,11735.273077
28.295921,265,11745.862207
89.462893,793,11777.013797
22.198704,210,11785.73251
85.777554,608,11809.177055
32.801129,472,11826.99941
160.927347,1001,11865.632927
102.624629,1001,11902.973994
18.055681,148,11910.546298
158.870546,1001,11948.800336
30.03801,369,11961.683849
18.183412,154,11967.892472
33.022092,381,11983.226919
17.781287,227,11993.402872
17.677719,162,12000.325968
72.456381,570,12021.577582
16.015893,167,12029.764939
39.260917,518,12049.223142
85.58321,702,12076.48424
158.050171,1001,12115.316599
25.790661,230,12124.055044
140.938373,1001,12161.412926
148.270435,1001,12198.626162
16.823532,151,12204.133692
151.821937,1001,12242.38825
17.898274,225,12250.998868
79.850809,577,12272.983867
38.726845,592,12295.843419
21.826373,231,12306.1543
143.550662,1001,12344.555316
21.695271,196,12351.661913
88.803645,744,12379.22842
156.497915,1001,12417.001138
19.383044,191,12425.952681
114.540504,1001,12463.129403
85.208863,552,12483.207512
24.864061,241,12492.836462
20.845572,237,12503.344359
19.497097,199,12511.038982
93.713816,779,12540.868387
29.137253,326,12553.798894
19.739083,184,12560.959436
17.752195,220,12569.319619
138.349107,1001,12607.145426
138.673692,1001,12645.944238
162.604704,1001,12683.621287
149.898345,1001,12721.329342
155.477432,1001,12761.049522
17.15251,138,12766.689029
149.288309,1001,12804.471398
21.216893,197,12812.060375
158.211505,1001,12851.822237
139.286288,1001,12890.678355
51.561265,457,12910.177875
18.64963,147,12916.19886
89.601929,616,12939.378062
20.917121,186,12946.632039
78.908048,633,12970.356443
105.142914,1001,13008.090314
38.861471,313,13020.669874
16.317991,225,13029.213316
79.439572,641,13054.806409
71.437867,628,13077.375953
125.208895,1001,13114.850177
85.23084,562,13137.416769
17.621826,152,13143.118295
18.125418,164,13149.167192
63.376849,530,13170.685968
52.201218,568,13191.005997
156.5711,1001,13229.063049
17.212192,230,13237.760721
88.093499,913,13274.19578
144.076728,1001,13313.10085
19.325841,177,13320.095536
170.203751,1001,13357.996108
84.118216,737,13386.300124
159.603354,1001,13424.380665
57.997812,574,13446.631088
142.883918,1001,13484.798875
171.31977,1001,13523.032248
162.313955,1001,13559.124245
80.381065,657,13585.235318
20.89808,213,13592.910448
22.891674,328,13607.950625
29.49954,396,13621.795114
18.232577,156,13628.029948
96.950427,642,13654.220565
41.156636,513,13671.944614
28.442282,256,13683.058086
135.950617,1001,13721.210224
83.054443,533,13742.136009
177.859146,1001,13779.946747
176.555286,1001,13817.697154
162.375965,1001,13855.854329
68.439396,600,13880.019085
20.262794,359,13894.590457
79.156543,793,13924.148245
85.409631,528,13944.459728
79.492196,698,13970.37342
129.024361,1001,14009.806147
21.362912,308,14021.180688
17.926683,240,14030.824832
22.403665,240,14040.878184
153.667851,1001,14078.994937
150.640433,1001,14117.938962
153.970428,1001,14155.575437
169.737576,1001,14193.862107
174.702103,1001,14231.786182
30.188007,424,14247.549135
176.020806,1001,14286.079166
32.631125,300,14296.646959
137.424183,1001,14335.855904
95.851935,696,14365.209042
18.699031,210,14372.79973
18.991597,195,14380.336675
80.385124,629,14405.057173
78.03306,527,14423.776458
89.179521,669,14449.816061
103.466775,1001,14487.046262
18.182093,238,14496.544876
22.257999,225,14507.105678
89.100178,683,14531.600298
18.469909,205,14539.988604
104.94005,1001,14577.735872
155.378927,1001,14615.509736
139.231536,1001,14653.768149
47.476349,406,14670.441224
139.898758,1001,14709.120687
105.356786,1001,14746.840338
91.921889,690,14772.51339
92.838077,811,14803.222976
133.238059,1001,14840.949408
91.928572,683,14868.520502
62.21072,594,14890.581693
18.329598,232,14900.928508
92.86789,617,14923.137951
21.840229,237,14932.141183
126.495926,1001,14969.232814
16.291678,162,14977.185767
153.673299,1001,15016.19927
21.603599,197,15023.827617
150.862294,1001,15061.432341
18.932256,194,15068.459394
17.24118,178,15075.479631
114.032338,1001,15113.636678
17.135283,137,15119.223259
184.500959,1001,15156.80728
140.871311,1001,15197.108416
29.630163,270,15208.769842
157.171144,1001,15246.61988
18.924697,165,15254.194432
114.44222,1001,15292.572843
43.142387,452,15310.383508
165.190142,1001,15347.655355
191.497805,1001,15386.286274
172.336415,1001,15424.075691
55.1149,521,15443.047966
16.790793,154,15450.75685
156.733648,1001,15489.008932
15.206957,153,15495.169417
17.530585,147,15501.222386
92.872171,782,15530.893727
